x,y,B02,B03,B04,B05,B06,B07,B08,B09,B11,B12,Label
146,116,361,561,725,1085,2087,2341,2047,2227,1803,1232,tanaman
147,116,345,590,715,1085,2087,2341,2149,2227,1803,1232,tanaman
148,116,323,559,585,1116,1888,2214,2555,2227,1422,977,tanaman
149,116,401,608,636,1116,1888,2214,1944,2227,1422,977,tanaman
150,116,443,637,626,884,1461,1626,1588,2270,1059,578,tanaman
151,116,349,584,511,884,1461,1626,1922,2270,1059,578,tanaman
152,116,339,532,431,888,1825,2171,2173,2270,1306,816,tanaman
153,116,316,478,407,888,1825,2171,1873,2270,1306,816,tanaman
154,116,330,574,525,907,1865,2143,2202,2270,1493,959,tanaman
159,116,457,760,919,1247,2052,2430,2502,2443,2274,1799,tanaman
160,116,418,742,899,1236,2266,2472,2574,2443,2139,1590,tanaman
161,116,404,680,780,1236,2266,2472,2364,2443,2139,1590,tanaman
162,116,478,709,726,1207,2136,2504,2590,2458,1969,1357,tanaman
163,116,460,724,731,1207,2136,2504,2631,2458,1969,1357,tanaman
164,116,449,749,780,1180,1944,2193,2437,2458,1851,1345,tanaman
165,116,447,662,688,1180,1944,2193,2135,2458,1851,1345,tanaman
166,116,327,530,503,1026,1927,2245,2128,2458,1900,1331,tanaman
167,116,375,603,579,1026,1927,2245,2402,2458,1900,1331,tanaman
168,116,492,724,770,1265,2151,2360,2568,2430,2205,1634,tanaman
169,116,413,655,918,1265,2151,2360,2396,2430,2205,1634,tanaman
170,116,457,679,944,1269,1952,2209,2136,2430,2205,1755,tanaman
171,116,413,588,707,1269,1952,2209,2094,2430,2205,1755,tanaman
172,116,472,664,774,1297,1814,2074,2005,2430,2264,1810,tanaman
173,116,601,825,1003,1297,1814,2074,2312,2430,2264,1810,tanaman
174,116,597,835,1048,1330,1845,2114,2324,2367,2290,1829,tanaman
175,116,618,883,989,1330,1845,2114,2254,2367,2290,1829,tanaman
176,116,479,743,725,1034,2003,2317,2566,2367,1822,1271,tanaman
177,116,378,596,453,1034,2003,2317,2654,2367,1822,1271,tanaman
178,116,355,556,468,842,1651,1949,2267,2367,1188,706,tanaman
179,116,372,594,484,842,1651,1949,1794,2367,1188,706,tanaman
180,116,372,590,514,830,1349,1483,1512,2129,928,545,tanaman
181,116,378,594,527,830,1349,1483,1515,2129,928,545,tanaman
182,116,374,582,527,815,1327,1557,1601,2129,925,532,tanaman
183,116,386,578,546,815,1327,1557,1510,2129,925,532,tanaman
184,116,317,474,415,661,1414,1715,1210,2129,968,528,tanaman
185,116,226,324,285,661,1414,1715,1184,2129,968,528,tanaman
186,116,263,378,294,723,1840,2365,1913,2545,1370,689,tanaman
187,116,320,514,392,723,1840,2365,2688,2545,1370,689,tanaman
188,116,342,559,512,962,2149,2387,2392,2545,1751,1015,tanaman
189,116,326,572,529,962,2149,2387,2125,2545,1751,1015,tanaman
190,116,346,622,558,892,1918,2369,2518,2545,1770,1082,tanaman
191,116,355,539,496,892,1918,2369,2519,2545,1770,1082,tanaman
192,116,262,480,332,743,2016,2531,2807,2704,1694,884,tanaman
193,116,262,430,325,743,2016,2531,2635,2704,1694,884,tanaman
194,116,224,371,311,735,1837,2333,2291,2704,1753,835,tanaman
195,116,259,431,360,735,1837,2333,2579,2704,1753,835,tanaman
196,116,300,538,386,813,2048,2474,3084,2704,1774,897,tanaman
197,116,215,397,285,813,2048,2474,2339,2704,1774,897,tanaman
198,116,204,361,266,719,1782,2405,1929,3024,1671,802,tanaman
199,116,243,412,288,719,1782,2405,2389,3024,1671,802,tanaman
200,116,265,448,330,833,2237,2932,2740,3024,1919,951,tanaman
201,116,300,521,366,833,2237,2932,2993,3024,1919,951,tanaman
202,116,339,566,447,978,2388,2986,3117,3024,2027,1103,tanaman
203,116,323,539,440,978,2388,2986,2899,3024,2027,1103,tanaman
204,116,266,531,406,908,2172,2462,2845,3038,1779,1011,tanaman
205,116,296,499,434,908,2172,2462,2398,3038,1779,1011,tanaman
206,116,329,481,516,898,1688,1954,2089,3038,1536,978,tanaman
88,117,354,579,459,1045,1914,2272,2536,2399,1787,1164,tanah
92,117,397,612,546,1346,2185,2370,2622,2758,1994,1399,tanah
140,117,458,729,1024,1221,1642,1866,2292,2248,2332,2006,tanaman
141,117,468,695,923,1221,1642,1866,1947,2248,2332,2006,tanaman
142,117,420,641,857,803,1598,1959,2051,2248,1660,1138,tanaman
143,117,264,431,365,803,1598,1959,2141,2248,1660,1138,tanaman
144,117,244,485,303,871,1997,2467,2564,2227,1489,888,tanaman
145,117,313,555,480,871,1997,2467,2668,2227,1489,888,tanaman
146,117,380,616,753,1085,2087,2341,2143,2227,1803,1232,tanaman
147,117,431,664,905,1085,2087,2341,2140,2227,1803,1232,tanaman
148,117,406,639,702,1116,1888,2214,2371,2227,1422,977,tanaman
149,117,425,625,633,1116,1888,2214,2318,2227,1422,977,tanaman
150,117,401,629,560,884,1461,1626,2146,2270,1059,578,tanaman
151,117,327,581,443,884,1461,1626,2390,2270,1059,578,tanaman
152,117,355,585,428,888,1825,2171,2611,2270,1306,816,tanaman
153,117,342,569,433,888,1825,2171,2387,2270,1306,816,tanaman
154,117,354,606,526,907,1865,2143,2526,2270,1493,959,tanaman
155,117,320,506,450,907,1865,2143,2030,2270,1493,959,tanaman
156,117,271,406,360,1031,1941,2230,1762,2443,1924,1332,tanaman
158,117,483,736,902,1247,2052,2430,2520,2443,2274,1799,tanaman
159,117,387,638,765,1247,2052,2430,2336,2443,2274,1799,tanaman
160,117,392,592,825,1236,2266,2472,2304,2443,2139,1590,tanaman
161,117,437,637,703,1236,2266,2472,2260,2443,2139,1590,tanaman
162,117,394,628,641,1207,2136,2504,2444,2458,1969,1357,tanaman
163,117,436,703,705,1207,2136,2504,2540,2458,1969,1357,tanaman
164,117,461,803,764,1180,1944,2193,2540,2458,1851,1345,tanaman
165,117,457,808,818,1180,1944,2193,2487,2458,1851,1345,tanaman
166,117,428,713,695,1026,1927,2245,2366,2458,1900,1331,tanaman
167,117,395,684,668,1026,1927,2245,2520,2458,1900,1331,tanaman
168,117,453,731,731,1265,2151,2360,2490,2430,2205,1634,tanaman
169,117,443,716,866,1265,2151,2360,2203,2430,2205,1634,tanaman
170,117,465,735,899,1269,1952,2209,2122,2430,2205,1755,tanaman
171,117,461,696,714,1269,1952,2209,2049,2430,2205,1755,tanaman
172,117,483,694,789,1297,1814,2074,2048,2430,2264,1810,tanaman
173,117,538,781,916,1297,1814,2074,1868,2430,2264,1810,tanaman
174,117,509,757,921,1330,1845,2114,1854,2367,2290,1829,tanaman
175,117,576,805,1006,1330,1845,2114,2103,2367,2290,1829,tanaman
176,117,596,880,990,1034,2003,2317,2304,2367,1822,1271,tanaman
177,117,460,711,633,1034,2003,2317,2241,2367,1822,1271,tanaman
178,117,331,584,449,842,1651,1949,2142,2367,1188,706,tanaman
179,117,348,581,464,842,1651,1949,2034,2367,1188,706,tanaman
180,117,368,573,493,830,1349,1483,1770,2129,928,545,tanaman
181,117,362,579,475,830,1349,1483,1611,2129,928,545,tanaman
182,117,394,587,515,815,1327,1557,1570,2129,925,532,tanaman
183,117,420,587,547,815,1327,1557,1449,2129,925,532,tanaman
184,117,395,566,523,661,1414,1715,1341,2129,968,528,tanaman
185,117,341,455,426,661,1414,1715,1290,2129,968,528,tanaman
186,117,300,416,386,723,1840,2365,1488,2545,1370,689,tanaman
187,117,303,488,368,723,1840,2365,2093,2545,1370,689,tanaman
188,117,312,552,446,962,2149,2387,2316,2545,1751,1015,tanaman
189,117,352,581,524,962,2149,2387,2335,2545,1751,1015,tanaman
190,117,376,576,498,892,1918,2369,2540,2545,1770,1082,tanaman
191,117,276,480,348,892,1918,2369,2524,2545,1770,1082,tanaman
192,117,221,413,282,743,2016,2531,2512,2704,1694,884,tanaman
193,117,230,418,311,743,2016,2531,2458,2704,1694,884,tanaman
194,117,224,423,305,735,1837,2333,2317,2704,1753,835,tanaman
195,117,244,426,329,735,1837,2333,2553,2704,1753,835,tanaman
196,117,282,494,349,813,2048,2474,3134,2704,1774,897,tanaman
197,117,259,434,302,813,2048,2474,2814,2704,1774,897,tanaman
198,117,233,404,239,719,1782,2405,2483,3024,1671,802,tanaman
199,117,216,376,259,719,1782,2405,2425,3024,1671,802,tanaman
200,117,262,466,338,833,2237,2932,2765,3024,1919,951,tanaman
201,117,319,511,376,833,2237,2932,2862,3024,1919,951,tanaman
202,117,277,529,381,978,2388,2986,2821,3024,2027,1103,tanaman
203,117,344,573,437,978,2388,2986,2875,3024,2027,1103,tanaman
204,117,281,489,423,908,2172,2462,2453,3038,1779,1011,tanaman
88,118,357,555,445,914,2065,2359,2533,2399,1606,932,tanah
142,118,374,629,708,903,1763,1983,2045,2248,1784,1257,tanaman
143,118,358,510,430,903,1763,1983,2236,2248,1784,1257,tanaman
144,118,334,487,503,987,1969,2194,2231,2227,1774,1246,tanaman
145,118,402,664,769,987,1969,2194,2321,2227,1774,1246,tanaman
146,118,697,860,973,1290,1960,2168,2055,2227,2179,1759,tanaman
147,118,647,837,1134,1290,1960,2168,2129,2227,2179,1759,tanaman
148,118,516,793,846,1054,1936,2318,2497,2227,1777,1236,tanaman
149,118,354,582,462,1054,1936,2318,2656,2227,1777,1236,tanaman
150,118,296,498,399,877,1948,2306,2488,2270,1422,811,tanaman
151,118,280,511,370,877,1948,2306,2469,2270,1422,811,tanaman
152,118,330,550,431,865,2199,2577,2819,2270,1595,887,tanaman
153,118,314,535,428,865,2199,2577,2931,2270,1595,887,tanaman
154,118,307,497,391,696,1930,2402,2901,2270,1475,785,tanaman
155,118,272,432,341,696,1930,2402,2351,2270,1475,785,tanaman
156,118,270,391,348,920,1675,1876,1800,2443,1825,1298,tanaman
157,118,448,630,722,920,1675,1876,2215,2443,1825,1298,tanaman
158,118,528,752,841,1174,2032,2213,2159,2443,2170,1726,tanaman
159,118,351,588,628,1174,2032,2213,2143,2443,2170,1726,tanaman
160,118,322,521,454,1028,1935,2218,2118,2443,1827,1289,tanaman
161,118,351,530,484,1028,1935,2218,1818,2443,1827,1289,tanaman
162,118,347,500,498,1115,1924,2340,1954,2458,1725,1115,tanaman
163,118,407,628,556,1115,1924,2340,2325,2458,1725,1115,tanaman
164,118,492,724,780,1316,2058,2305,2325,2458,1802,1178,tanaman
165,118,470,781,788,1316,2058,2305,2300,2458,1802,1178,tanaman
166,118,481,729,716,1249,1990,2301,2216,2458,1823,1216,tanaman
167,118,441,732,759,1249,1990,2301,2375,2458,1823,1216,tanaman
168,118,541,810,902,1356,2001,2175,2331,2430,2152,1593,tanaman
170,118,550,775,935,1302,1798,2084,1954,2430,2297,1721,tanaman
171,118,529,763,880,1302,1798,2084,2079,2430,2297,1721,tanaman
172,118,550,775,944,1251,1700,1854,2037,2430,2198,1653,tanaman
173,118,562,788,952,1251,1700,1854,1769,2430,2198,1653,tanaman
174,118,511,747,921,1228,1734,1937,1737,2367,2143,1621,tanaman
175,118,494,724,841,1228,1734,1937,1888,2367,2143,1621,tanaman
176,118,518,737,868,1053,1882,2158,2225,2367,1876,1298,tanaman
177,118,446,681,656,1053,1882,2158,2144,2367,1876,1298,tanaman
178,118,361,555,464,917,1812,2120,1994,2367,1348,874,tanaman
179,118,361,590,521,917,1812,2120,2119,2367,1348,874,tanaman
180,118,356,595,521,900,1597,1782,2012,2129,1144,686,tanaman
181,118,380,582,447,900,1597,1782,1823,2129,1144,686,tanaman
183,118,394,599,527,910,1382,1588,1441,2129,938,513,tanaman
184,118,360,602,529,798,1248,1343,1449,2129,894,493,tanaman
185,118,372,581,496,798,1248,1343,1552,2129,894,493,tanaman
186,118,351,527,440,736,1583,1767,1600,2545,1144,626,tanaman
187,118,314,511,372,736,1583,1767,1834,2545,1144,626,tanaman
188,118,325,553,401,927,1927,2146,2075,2545,1450,850,tanaman
189,118,334,573,490,927,1927,2146,2020,2545,1450,850,tanaman
190,118,361,541,477,836,1841,2156,2081,2545,1547,880,tanaman
191,118,276,416,353,836,1841,2156,2271,2545,1547,880,tanaman
192,118,230,391,287,670,1748,2295,2185,2704,1490,746,tanaman
193,118,266,411,297,670,1748,2295,2358,2704,1490,746,tanaman
194,118,258,412,291,716,1870,2351,2172,2704,1523,766,tanaman
195,118,251,437,302,716,1870,2351,2386,2704,1523,766,tanaman
196,118,254,468,287,745,2138,2546,2678,2704,1479,776,tanaman
197,118,235,419,289,745,2138,2546,2510,2704,1479,776,tanaman
198,118,246,393,273,710,1999,2290,2510,3024,1488,717,tanaman
199,118,246,430,274,710,1999,2290,2814,3024,1488,717,tanaman
200,118,293,545,352,917,2483,2906,3256,3024,1825,931,tanaman
201,118,321,570,397,917,2483,2906,3190,3024,1825,931,tanaman
202,118,263,487,338,923,2370,2799,2909,3024,1871,978,tanaman
86,119,370,575,481,894,1593,1748,1770,2399,1296,718,tanah
88,119,381,551,449,914,2065,2359,2579,2399,1606,932,tanah
141,119,554,755,760,1269,1859,2070,1969,2248,2225,1921,tanaman
142,119,360,565,602,903,1763,1983,2045,2248,1784,1257,tanaman
143,119,496,691,651,903,1763,1983,2066,2248,1784,1257,tanaman
144,119,596,747,887,987,1969,2194,1803,2227,1774,1246,tanaman
145,119,624,853,993,987,1969,2194,2132,2227,1774,1246,tanaman
146,119,821,1118,1164,1290,1960,2168,1983,2227,2179,1759,tanaman
147,119,695,853,1058,1290,1960,2168,2009,2227,2179,1759,tanaman
148,119,445,705,706,1054,1936,2318,2501,2227,1777,1236,tanaman
149,119,292,546,365,1054,1936,2318,2624,2227,1777,1236,tanaman
150,119,290,516,411,877,1948,2306,2385,2270,1422,811,tanaman
151,119,345,563,497,877,1948,2306,2212,2270,1422,811,tanaman
152,119,375,628,543,865,2199,2577,2565,2270,1595,887,tanaman
153,119,327,570,361,865,2199,2577,3155,2270,1595,887,tanaman
154,119,260,466,306,696,1930,2402,3207,2270,1475,785,tanaman
155,119,262,420,298,696,1930,2402,2778,2270,1475,785,tanaman
156,119,292,432,353,920,1675,1876,2069,2443,1825,1298,tanaman
157,119,489,705,850,920,1675,1876,1888,2443,1825,1298,tanaman
158,119,547,745,952,1174,2032,2213,1814,2443,2170,1726,tanaman
159,119,389,558,724,1174,2032,2213,1997,2443,2170,1726,tanaman
160,119,380,562,528,1028,1935,2218,2450,2443,1827,1289,tanaman
161,119,399,588,534,1028,1935,2218,1870,2443,1827,1289,tanaman
162,119,435,613,638,1115,1924,2340,1714,2458,1725,1115,tanaman
163,119,400,631,633,1115,1924,2340,2131,2458,1725,1115,tanaman
164,119,452,709,764,1316,2058,2305,2177,2458,1802,1178,tanaman
165,119,499,735,780,1316,2058,2305,2369,2458,1802,1178,tanaman
166,119,422,669,679,1249,1990,2301,2386,2458,1823,1216,tanaman
167,119,415,679,727,1249,1990,2301,2319,2458,1823,1216,tanaman
172,119,568,811,1006,1251,1700,1854,1954,2430,2198,1653,tanaman
173,119,562,763,961,1251,1700,1854,1799,2430,2198,1653,tanaman
174,119,574,798,988,1228,1734,1937,1887,2367,2143,1621,tanaman
175,119,503,738,830,1228,1734,1937,1791,2367,2143,1621,tanaman
176,119,393,622,649,1053,1882,2158,1880,2367,1876,1298,tanaman
177,119,375,589,535,1053,1882,2158,2038,2367,1876,1298,tanaman
178,119,343,549,452,917,1812,2120,2191,2367,1348,874,tanaman
179,119,508,724,725,917,1812,2120,2128,2367,1348,874,tanaman
180,119,585,845,715,900,1597,1782,2090,2129,1144,686,tanaman
181,119,499,678,590,900,1597,1782,1949,2129,1144,686,tanaman
195,119,275,486,332,716,1870,2351,2461,2704,1523,766,tanaman
196,119,266,479,278,745,2138,2546,2722,2704,1479,776,tanaman
197,119,235,406,257,745,2138,2546,2097,2704,1479,776,tanaman
198,119,239,400,246,710,1999,2290,1902,3024,1488,717,tanaman
199,119,259,444,296,710,1999,2290,2590,3024,1488,717,tanaman
200,119,322,576,380,917,2483,2906,3566,3024,1825,931,tanaman
86,120,419,614,556,899,1630,1795,1689,2068,1087,615,tanah
88,120,422,601,574,894,1770,2147,1961,2068,1369,782,tanah
141,120,501,691,714,1183,1709,1917,1948,2365,2068,1606,tanaman
142,120,365,593,572,968,1840,2180,2166,2365,1743,1187,tanaman
143,120,483,722,630,968,1840,2180,2298,2365,1743,1187,tanaman
144,120,524,760,954,1144,1850,2079,2068,2272,1927,1464,tanaman
145,120,484,711,857,1144,1850,2079,1915,2272,1927,1464,tanaman
146,120,648,897,997,1310,1835,2041,1934,2272,2148,1722,tanaman
147,120,628,899,984,1310,1835,2041,2143,2272,2148,1722,tanaman
148,120,445,664,808,990,1949,2163,2194,2272,1942,1422,tanaman
149,120,498,654,614,990,1949,2163,2125,2272,1942,1422,tanaman
150,120,443,667,670,1006,1910,2235,2110,2369,1781,1430,tanaman
151,120,465,672,832,1006,1910,2235,2069,2369,1781,1430,tanaman
152,120,459,708,898,1067,2076,2559,2391,2369,1953,1452,tanaman
153,120,549,697,705,1067,2076,2559,2608,2369,1953,1452,tanaman
154,120,313,482,440,760,2142,2860,2975,2369,1701,1005,tanaman
155,120,281,438,334,760,2142,2860,3040,2369,1701,1005,tanaman
156,120,355,507,456,1017,1685,2095,2436,2322,1797,1465,tanaman
157,120,536,728,938,1017,1685,2095,1876,2322,1797,1465,tanaman
158,120,490,664,872,1066,1728,1917,1746,2322,2027,1673,tanaman
159,120,318,511,541,1066,1728,1917,1970,2322,2027,1673,tanaman
160,120,368,619,567,966,1738,2090,2337,2322,1696,1199,tanaman
161,120,401,679,605,966,1738,2090,1898,2322,1696,1199,tanaman
162,120,479,768,781,1107,1710,1925,2069,2220,1738,1152,tanaman
163,120,523,824,805,1107,1710,1925,2264,2220,1738,1152,tanaman
164,120,468,706,734,1200,1963,2203,2127,2220,1913,1310,tanaman
165,120,440,725,737,1200,1963,2203,2293,2220,1913,1310,tanaman
175,120,562,769,949,1239,1638,1767,1673,2207,1894,1433,tanaman
176,120,481,660,711,1021,1768,2121,1685,2207,1583,1098,tanaman
177,120,361,586,489,1021,1768,2121,2262,2207,1583,1098,tanaman
178,120,305,553,405,987,2118,2424,2685,2207,1645,1056,tanaman
179,120,622,877,870,987,2118,2424,2641,2207,1645,1056,tanaman
180,120,846,962,899,1077,1759,2045,2300,2209,1577,1163,tanaman
196,120,281,490,303,699,1995,2696,3037,2390,1392,678,tanaman
197,120,271,436,310,699,1995,2696,2561,2390,1392,678,tanaman
198,120,247,350,229,632,1696,2337,1997,2837,1427,671,tanaman
86,121,470,707,714,899,1630,1795,1644,2068,1087,615,tanah
141,121,394,587,778,1183,1709,1917,1709,2365,2068,1606,tanaman
142,121,396,604,611,968,1840,2180,2170,2365,1743,1187,tanaman
143,121,346,568,491,968,1840,2180,2574,2365,1743,1187,tanaman
144,121,370,607,615,1144,1850,2079,2486,2272,1927,1464,tanaman
145,121,360,585,556,1144,1850,2079,2048,2272,1927,1464,tanaman
146,121,386,610,580,1310,1835,2041,1916,2272,2148,1722,tanaman
147,121,501,733,807,1310,1835,2041,2160,2272,2148,1722,tanaman
148,121,582,811,970,990,1949,2163,1808,2272,1942,1422,tanaman
149,121,600,814,876,990,1949,2163,1783,2272,1942,1422,tanaman
150,121,567,737,893,1006,1910,2235,1885,2369,1781,1430,tanaman
151,121,566,767,982,1006,1910,2235,1743,2369,1781,1430,tanaman
152,121,590,819,1126,1067,2076,2559,1972,2369,1953,1452,tanaman
153,121,621,894,1130,1067,2076,2559,2055,2369,1953,1452,tanaman
154,121,420,687,803,760,2142,2860,2380,2369,1701,1005,tanaman
155,121,347,516,507,760,2142,2860,2563,2369,1701,1005,tanaman
156,121,373,566,607,1017,1685,2095,2330,2322,1797,1465,tanaman
157,121,557,776,878,1017,1685,2095,1943,2322,1797,1465,tanaman
158,121,432,615,764,1066,1728,1917,1726,2322,2027,1673,tanaman
159,121,438,623,803,1066,1728,1917,1810,2322,2027,1673,tanaman
160,121,718,830,1054,966,1738,2090,2046,2322,1696,1199,tanaman
161,121,837,954,1090,966,1738,2090,2010,2322,1696,1199,tanaman
162,121,602,813,869,1107,1710,1925,2173,2220,1738,1152,tanaman
163,121,607,882,932,1107,1710,1925,2378,2220,1738,1152,tanaman
176,121,404,615,566,1021,1768,2121,2236,2207,1583,1098,tanaman
177,121,329,574,419,1021,1768,2121,2962,2207,1583,1098,tanaman
178,121,301,552,347,987,2118,2424,3285,2207,1645,1056,tanaman
179,121,353,689,462,987,2118,2424,3319,2207,1645,1056,tanaman
85,122,467,709,709,1018,1514,1628,1435,2068,946,517,tanah
141,122,364,602,739,1083,1589,1849,1861,2365,1822,1530,tanaman
142,122,362,572,578,946,1893,2281,2051,2365,1664,1071,tanaman
143,122,309,522,422,946,1893,2281,2495,2365,1664,1071,tanaman
144,122,300,559,390,972,1911,2168,2647,2272,1665,1156,tanaman
145,122,325,455,370,972,1911,2168,1992,2272,1665,1156,tanaman
146,122,289,470,411,1032,1733,2105,1864,2272,1790,1295,tanaman
147,122,414,674,605,1032,1733,2105,2358,2272,1790,1295,tanaman
148,122,661,892,1014,1250,1708,2032,2173,2272,2085,1647,tanaman
149,122,641,896,971,1250,1708,2032,2052,2272,2085,1647,tanaman
150,122,626,852,968,1310,1780,2022,2104,2369,2221,1786,tanaman
151,122,721,932,1104,1310,1780,2022,1986,2369,2221,1786,tanaman
152,122,728,932,1086,1374,1862,1996,1922,2369,2382,1970,tanaman
153,122,775,967,1208,1374,1862,1996,1896,2369,2382,1970,tanaman
154,122,664,869,1130,1110,1942,2146,1870,2369,2152,1711,tanaman
155,122,567,780,991,1110,1942,2146,1860,2369,2152,1711,tanaman
156,122,683,915,1058,1208,1747,1946,1920,2322,2058,1675,tanaman
157,122,800,1032,1098,1208,1747,1946,1807,2322,2058,1675,tanaman
158,122,603,744,850,1167,1597,1746,1597,2322,2190,1914,tanaman
159,122,683,791,1003,1167,1597,1746,1732,2322,2190,1914,tanaman
160,122,895,1172,1350,1270,1671,1956,1919,2322,2299,1888,tanaman
161,122,974,1300,1264,1270,1671,1956,1959,2322,2299,1888,tanaman
162,122,549,787,994,1347,1815,1958,1869,2220,2333,1889,tanaman
163,122,627,795,1017,1347,1815,1958,1976,2220,2333,1889,tanaman
177,122,303,544,381,779,1820,2380,2759,2207,1507,780,tanaman
178,122,320,539,365,890,2255,2907,2859,2207,1648,1017,tanaman
91,123,461,655,708,988,1277,1354,1530,2128,1284,817,tanah
92,123,423,672,720,1055,1310,1426,1654,2128,1285,859,tanah
140,123,316,441,458,1083,1589,1849,2149,2365,1822,1530,tanaman
141,123,341,481,507,1083,1589,1849,2092,2365,1822,1530,tanaman
142,123,312,487,454,946,1893,2281,2372,2365,1664,1071,tanaman
143,123,343,576,417,946,1893,2281,2609,2365,1664,1071,tanaman
144,123,307,555,433,972,1911,2168,2554,2272,1665,1156,tanaman
145,123,384,579,486,972,1911,2168,2230,2272,1665,1156,tanaman
146,123,402,597,597,1032,1733,2105,2050,2272,1790,1295,tanaman
147,123,492,742,745,1032,1733,2105,2347,2272,1790,1295,tanaman
148,123,626,875,1026,1250,1708,2032,2388,2272,2085,1647,tanaman
149,123,617,904,1028,1250,1708,2032,2323,2272,2085,1647,tanaman
150,123,596,910,1048,1310,1780,2022,2410,2369,2221,1786,tanaman
151,123,686,989,1282,1310,1780,2022,2275,2369,2221,1786,tanaman
152,123,655,869,1023,1374,1862,1996,2067,2369,2382,1970,tanaman
153,123,649,935,1204,1374,1862,1996,1970,2369,2382,1970,tanaman
154,123,645,862,1122,1110,1942,2146,1913,2369,2152,1711,tanaman
155,123,721,869,1234,1110,1942,2146,1856,2369,2152,1711,tanaman
156,123,971,1158,1336,1208,1747,1946,1828,2322,2058,1675,tanaman
157,123,927,1148,1416,1208,1747,1946,1883,2322,2058,1675,tanaman
158,123,692,915,1172,1167,1597,1746,1769,2322,2190,1914,tanaman
159,123,714,876,1144,1167,1597,1746,1720,2322,2190,1914,tanaman
160,123,904,1084,1214,1270,1671,1956,1660,2322,2299,1888,tanaman
161,123,814,919,1114,1270,1671,1956,1694,2322,2299,1888,tanaman
162,123,543,717,1164,1347,1815,1958,1817,2220,2333,1889,tanaman
163,123,560,824,1218,1347,1815,1958,1956,2220,2333,1889,tanaman
89,124,491,714,645,987,1481,1654,1663,2068,1118,667,tanah
90,124,509,772,714,1028,1468,1585,1670,2128,1164,765,tanah
91,124,406,648,607,1028,1468,1585,1667,2128,1164,765,tanah
92,124,425,597,607,994,1443,1613,1749,2128,1186,794,tanah
140,124,267,465,340,825,1813,2164,2366,2365,1508,884,tanaman
141,124,312,527,435,825,1813,2164,2358,2365,1508,884,tanaman
142,124,327,553,460,925,2022,2428,2601,2365,1548,876,tanaman
143,124,369,588,466,925,2022,2428,2688,2365,1548,876,tanaman
144,124,372,609,537,998,2063,2426,2549,2272,1593,926,tanaman
145,124,464,742,686,998,2063,2426,2544,2272,1593,926,tanaman
146,124,519,806,854,1170,1935,2342,2505,2272,1836,1198,tanaman
147,124,596,872,858,1170,1935,2342,2521,2272,1836,1198,tanaman
148,124,598,921,974,1465,2171,2326,2559,2272,2307,1652,tanaman
149,124,643,937,1156,1465,2171,2326,2448,2272,2307,1652,tanaman
150,124,673,982,1178,1478,1971,2195,2407,2369,2485,1925,tanaman
151,124,622,925,1068,1478,1971,2195,2189,2369,2485,1925,tanaman
152,124,498,700,974,1407,1767,1954,1971,2369,2473,2043,tanaman
153,124,644,866,1332,1407,1767,1954,1986,2369,2473,2043,tanaman
154,124,515,769,1023,1386,1672,1808,1830,2369,2387,2158,tanaman
155,124,534,739,937,1386,1672,1808,1767,2369,2387,2158,tanaman
156,124,735,1005,1208,1528,1753,1915,1877,2322,2377,2215,tanaman
157,124,689,929,1368,1528,1753,1915,2002,2322,2377,2215,tanaman
158,124,543,805,1192,1338,1617,1750,1891,2322,2463,2328,tanaman
159,124,549,766,1110,1338,1617,1750,1703,2322,2463,2328,tanaman
160,124,615,768,1064,1386,1554,1625,1569,2322,2471,2438,tanaman
161,124,642,858,1062,1386,1554,1625,1659,2322,2471,2438,tanaman
162,124,597,791,1034,1383,1673,1789,1690,2220,2511,2453,tanaman
163,124,649,890,1218,1383,1673,1789,1871,2220,2511,2453,tanaman
88,125,371,560,466,987,1481,1654,1746,2068,1118,667,tanah
89,125,494,666,607,987,1481,1654,1675,2068,1118,667,tanah
90,125,541,731,744,1028,1468,1585,1533,2128,1164,765,tanah
91,125,404,624,585,1028,1468,1585,1576,2128,1164,765,tanah
92,125,373,530,512,994,1443,1613,1560,2128,1186,794,tanah
140,125,309,487,415,825,1813,2164,2380,2365,1508,884,tanaman
141,125,332,568,478,825,1813,2164,2541,2365,1508,884,tanaman
142,125,373,585,497,925,2022,2428,2644,2365,1548,876,tanaman
143,125,369,612,518,925,2022,2428,2600,2365,1548,876,tanaman
144,125,387,709,653,998,2063,2426,2540,2272,1593,926,tanaman
145,125,479,786,738,998,2063,2426,2534,2272,1593,926,tanaman
146,125,577,890,882,1170,1935,2342,2568,2272,1836,1198,tanaman
147,125,602,910,891,1170,1935,2342,2558,2272,1836,1198,tanaman
148,125,606,854,1054,1465,2171,2326,2504,2272,2307,1652,tanaman
149,125,648,989,1160,1465,2171,2326,2386,2272,2307,1652,tanaman
150,125,717,1018,1218,1478,1971,2195,2402,2369,2485,1925,tanaman
151,125,606,868,1036,1478,1971,2195,2160,2369,2485,1925,tanaman
152,125,499,716,989,1407,1767,1954,1744,2369,2473,2043,tanaman
153,125,760,988,1220,1407,1767,1954,1910,2369,2473,2043,tanaman
154,125,546,791,955,1386,1672,1808,1764,2369,2387,2158,tanaman
155,125,651,816,944,1386,1672,1808,1968,2369,2387,2158,tanaman
156,125,738,980,1238,1528,1753,1915,2140,2322,2377,2215,tanaman
157,125,569,849,1152,1528,1753,1915,2060,2322,2377,2215,tanaman
